Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
959,7/11/2024 0:00,11:10:00 AM,Sop Kikil,Rp40.000,1,Rp40.000
959,7/11/2024 0:00,11:10:00 AM,Peyek,Rp4.000,2,Rp8.000
959,7/11/2024 0:00,11:10:00 AM,Jeruk Panas,Rp10.000,1,Rp10.000
959,7/11/2024 0:00,11:10:00 AM,Es Teh,Rp6.000,2,Rp12.000
960,7/11/2024 0:00,1:50:19 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
960,7/11/2024 0:00,1:50:19 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
960,7/11/2024 0:00,1:50:19 PM,Es Teh,Rp6.000,1,Rp6.000
960,7/11/2024 0:00,1:50:19 PM,Jus Mangga,Rp20.000,1,Rp20.000
961,7/11/2024 0:00,9:45:53 PM,Ayam Bakar,Rp30.000,1,Rp30.000
961,7/11/2024 0:00,9:45:53 PM,Coto Makassar,Rp35.000,1,Rp35.000
961,7/11/2024 0:00,9:45:53 PM,Ketupat,Rp2.000,1,Rp2.000
961,7/11/2024 0:00,9:45:53 PM,Jeruk Panas,Rp10.000,1,Rp10.000
961,7/11/2024 0:00,9:45:53 PM,Jus Alpukat,Rp20.000,2,Rp40.000
962,7/11/2024 0:00,9:20:20 PM,Coto Makassar,Rp35.000,3,Rp105.000
962,7/11/2024 0:00,9:20:20 PM,Ketupat,Rp2.000,3,Rp6.000
962,7/11/2024 0:00,9:20:20 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
962,7/11/2024 0:00,9:20:20 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
962,7/11/2024 0:00,9:20:20 PM,Kacang Goreng,Rp4.000,2,Rp8.000
962,7/11/2024 0:00,9:20:20 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
962,7/11/2024 0:00,9:20:20 PM,Jus Alpukat,Rp20.000,2,Rp40.000
962,7/11/2024 0:00,9:20:20 PM,Teh Panas,Rp6.000,1,Rp6.000
963,7/11/2024 0:00,1:03:09 PM,Coto Makassar,Rp35.000,2,Rp70.000
963,7/11/2024 0:00,1:03:09 PM,Ketupat,Rp2.000,3,Rp6.000
963,7/11/2024 0:00,1:03:09 PM,Es Teh,Rp6.000,2,Rp12.000
964,7/11/2024 0:00,11:40:03 AM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
964,7/11/2024 0:00,11:40:03 AM,Buras,Rp2.000,1,Rp2.000
964,7/11/2024 0:00,11:40:03 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
965,7/11/2024 0:00,10:01:33 AM,Coto Makassar,Rp35.000,3,Rp105.000
965,7/11/2024 0:00,10:01:33 AM,Ketupat,Rp2.000,1,Rp2.000
965,7/11/2024 0:00,10:01:33 AM,Konro Bakar,Rp60.000,2,Rp120.000
965,7/11/2024 0:00,10:01:33 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
965,7/11/2024 0:00,10:01:33 AM,Teh Panas,Rp6.000,2,Rp12.000
965,7/11/2024 0:00,10:01:33 AM,Jus Alpukat,Rp20.000,2,Rp40.000
965,7/11/2024 0:00,10:01:33 AM,Es Jeruk,Rp10.000,1,Rp10.000
966,7/11/2024 0:00,12:52:39 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
966,7/11/2024 0:00,12:52:39 PM,Ayam Bakar,Rp30.000,2,Rp60.000
966,7/11/2024 0:00,12:52:39 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
966,7/11/2024 0:00,12:52:39 PM,Kerupuk,Rp3.000,2,Rp6.000
966,7/11/2024 0:00,12:52:39 PM,Jeruk Panas,Rp10.000,1,Rp10.000
966,7/11/2024 0:00,12:52:39 PM,Jus Alpukat,Rp20.000,1,Rp20.000
966,7/11/2024 0:00,12:52:39 PM,Jus Alpukat,Rp20.000,2,Rp40.000
967,7/11/2024 0:00,1:49:34 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
967,7/11/2024 0:00,1:49:34 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
967,7/11/2024 0:00,1:49:34 PM,Kerupuk,Rp3.000,1,Rp3.000
967,7/11/2024 0:00,1:49:34 PM,Peyek,Rp4.000,2,Rp8.000
967,7/11/2024 0:00,1:49:34 PM,Jus Mangga,Rp20.000,1,Rp20.000
967,7/11/2024 0:00,1:49:34 PM,Jeruk Panas,Rp10.000,1,Rp10.000
968,7/11/2024 0:00,10:51:49 PM,Ayam Goreng,Rp30.000,1,Rp30.000
968,7/11/2024 0:00,10:51:49 PM,Sop Konro,Rp50.000,3,Rp150.000
968,7/11/2024 0:00,10:51:49 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
968,7/11/2024 0:00,10:51:49 PM,Nasi Putih,Rp5.000,1,Rp5.000
968,7/11/2024 0:00,10:51:49 PM,Jus Alpukat,Rp20.000,1,Rp20.000
968,7/11/2024 0:00,10:51:49 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
969,7/11/2024 0:00,12:15:52 PM,Coto Makassar,Rp35.000,2,Rp70.000
969,7/11/2024 0:00,12:15:52 PM,Ketupat,Rp2.000,3,Rp6.000
969,7/11/2024 0:00,12:15:52 PM,Ketupat,Rp2.000,2,Rp4.000
969,7/11/2024 0:00,12:15:52 PM,Jeruk Panas,Rp10.000,1,Rp10.000
970,7/11/2024 0:00,11:22:37 AM,Cumi Bakar,Rp45.000,3,Rp135.000
970,7/11/2024 0:00,11:22:37 AM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
970,7/11/2024 0:00,11:22:37 AM,Konro Bakar,Rp60.000,1,Rp60.000
970,7/11/2024 0:00,11:22:37 AM,Kerupuk,Rp3.000,2,Rp6.000
970,7/11/2024 0:00,11:22:37 AM,Jus Mangga,Rp20.000,2,Rp40.000
970,7/11/2024 0:00,11:22:37 AM,Teh Panas,Rp6.000,1,Rp6.000
971,7/11/2024 0:00,12:40:51 PM,Ayam Geprek,Rp30.000,2,Rp60.000
971,7/11/2024 0:00,12:40:51 PM,Kacang Goreng,Rp4.000,2,Rp8.000
971,7/11/2024 0:00,12:40:51 PM,Buras,Rp2.000,1,Rp2.000
971,7/11/2024 0:00,12:40:51 PM,Teh Panas,Rp6.000,2,Rp12.000
972,7/11/2024 0:00,1:01:23 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
972,7/11/2024 0:00,1:01:23 PM,Sop Kikil,Rp40.000,3,Rp120.000
972,7/11/2024 0:00,1:01:23 PM,Jus Mangga,Rp20.000,1,Rp20.000
972,7/11/2024 0:00,1:01:23 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
972,7/11/2024 0:00,1:01:23 PM,Es Teh,Rp6.000,1,Rp6.000
973,7/11/2024 0:00,2:09:53 PM,Ayam Bakar,Rp30.000,1,Rp30.000
973,7/11/2024 0:00,2:09:53 PM,Jus Mangga,Rp20.000,1,Rp20.000
974,7/11/2024 0:00,8:47:06 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
974,7/11/2024 0:00,8:47:06 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
975,7/11/2024 0:00,11:32:11 AM,Coto Makassar,Rp35.000,1,Rp35.000
975,7/11/2024 0:00,11:32:11 AM,Ketupat,Rp2.000,1,Rp2.000
975,7/11/2024 0:00,11:32:11 AM,Kacang Goreng,Rp4.000,1,Rp4.000
975,7/11/2024 0:00,11:32:11 AM,Es Teh,Rp6.000,1,Rp6.000
976,7/11/2024 0:00,8:13:28 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
976,7/11/2024 0:00,8:13:28 AM,Cumi Bakar,Rp45.000,1,Rp45.000
976,7/11/2024 0:00,8:13:28 AM,Ketupat,Rp2.000,2,Rp4.000
976,7/11/2024 0:00,8:13:28 AM,Peyek,Rp4.000,1,Rp4.000
976,7/11/2024 0:00,8:13:28 AM,Jus Mangga,Rp20.000,2,Rp40.000
976,7/11/2024 0:00,8:13:28 AM,Jeruk Panas,Rp10.000,1,Rp10.000
977,7/11/2024 0:00,2:09:11 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
977,7/11/2024 0:00,2:09:11 PM,Jus Mangga,Rp20.000,2,Rp40.000
978,7/11/2024 0:00,12:02:16 PM,Cumi Bakar,Rp45.000,3,Rp135.000
978,7/11/2024 0:00,12:02:16 PM,Ayam Geprek,Rp30.000,3,Rp90.000
978,7/11/2024 0:00,12:02:16 PM,Ketupat,Rp2.000,1,Rp2.000
978,7/11/2024 0:00,12:02:16 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
978,7/11/2024 0:00,12:02:16 PM,Jus Mangga,Rp20.000,2,Rp40.000
979,7/11/2024 0:00,12:23:04 PM,Konro Bakar,Rp60.000,3,Rp180.000
979,7/11/2024 0:00,12:23:04 PM,Coto Makassar,Rp35.000,1,Rp35.000
979,7/11/2024 0:00,12:23:04 PM,Ketupat,Rp2.000,1,Rp2.000
979,7/11/2024 0:00,12:23:04 PM,Jus Alpukat,Rp20.000,1,Rp20.000
980,7/11/2024 0:00,12:54:09 PM,Ayam Goreng,Rp30.000,1,Rp30.000
980,7/11/2024 0:00,12:54:09 PM,Nasi Putih,Rp5.000,2,Rp10.000
980,7/11/2024 0:00,12:54:09 PM,Jeruk Panas,Rp10.000,1,Rp10.000
981,7/11/2024 0:00,12:51:15 PM,Ayam Geprek,Rp30.000,2,Rp60.000
981,7/11/2024 0:00,12:51:15 PM,Konro Bakar,Rp60.000,3,Rp180.000
981,7/11/2024 0:00,12:51:15 PM,Ayam Bakar,Rp30.000,2,Rp60.000
981,7/11/2024 0:00,12:51:15 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
981,7/11/2024 0:00,12:51:15 PM,Jeruk Panas,Rp10.000,1,Rp10.000
981,7/11/2024 0:00,12:51:15 PM,Jeruk Panas,Rp10.000,2,Rp20.000
982,7/11/2024 0:00,12:52:57 PM,Konro Bakar,Rp60.000,2,Rp120.000
982,7/11/2024 0:00,12:52:57 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
982,7/11/2024 0:00,12:52:57 PM,Ayam Goreng,Rp30.000,2,Rp60.000
982,7/11/2024 0:00,12:52:57 PM,Es Jeruk,Rp10.000,2,Rp20.000
982,7/11/2024 0:00,12:52:57 PM,Es Teh,Rp6.000,1,Rp6.000
982,7/11/2024 0:00,12:52:57 PM,Teh Panas,Rp6.000,2,Rp12.000
983,7/11/2024 0:00,2:56:24 PM,Ayam Goreng,Rp30.000,3,Rp90.000
983,7/11/2024 0:00,2:56:24 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
983,7/11/2024 0:00,2:56:24 PM,Nasi Putih,Rp5.000,2,Rp10.000
983,7/11/2024 0:00,2:56:24 PM,Jus Mangga,Rp20.000,2,Rp40.000
983,7/11/2024 0:00,2:56:24 PM,Es Teh,Rp6.000,1,Rp6.000
984,7/11/2024 0:00,8:17:46 AM,Ayam Bakar,Rp30.000,1,Rp30.000
984,7/11/2024 0:00,8:17:46 AM,Peyek,Rp4.000,1,Rp4.000
984,7/11/2024 0:00,8:17:46 AM,Jus Mangga,Rp20.000,2,Rp40.000
985,7/11/2024 0:00,2:06:07 PM,Ayam Goreng,Rp30.000,1,Rp30.000
985,7/11/2024 0:00,2:06:07 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
985,7/11/2024 0:00,2:06:07 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
985,7/11/2024 0:00,2:06:07 PM,Ketupat,Rp2.000,2,Rp4.000
985,7/11/2024 0:00,2:06:07 PM,Jus Alpukat,Rp20.000,1,Rp20.000
985,7/11/2024 0:00,2:06:07 PM,Es Teh,Rp6.000,1,Rp6.000
985,7/11/2024 0:00,2:06:07 PM,Jus Mangga,Rp20.000,1,Rp20.000
986,7/11/2024 0:00,8:34:19 PM,Konro Bakar,Rp60.000,1,Rp60.000
986,7/11/2024 0:00,8:34:19 PM,Peyek,Rp4.000,1,Rp4.000
986,7/11/2024 0:00,8:34:19 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
987,7/11/2024 0:00,2:57:11 PM,Konro Bakar,Rp60.000,2,Rp120.000
987,7/11/2024 0:00,2:57:11 PM,Konro Bakar,Rp60.000,3,Rp180.000
987,7/11/2024 0:00,2:57:11 PM,Ayam Bakar,Rp30.000,2,Rp60.000
987,7/11/2024 0:00,2:57:11 PM,Jus Alpukat,Rp20.000,2,Rp40.000
987,7/11/2024 0:00,2:57:11 PM,Es Teh,Rp6.000,2,Rp12.000
987,7/11/2024 0:00,2:57:11 PM,Es Teh,Rp6.000,1,Rp6.000
988,7/11/2024 0:00,2:50:52 PM,Ayam Bakar,Rp30.000,3,Rp90.000
988,7/11/2024 0:00,2:50:52 PM,Coto Makassar,Rp35.000,2,Rp70.000
988,7/11/2024 0:00,2:50:52 PM,Ketupat,Rp2.000,1,Rp2.000
988,7/11/2024 0:00,2:50:52 PM,Nasi Putih,Rp5.000,2,Rp10.000
988,7/11/2024 0:00,2:50:52 PM,Jeruk Panas,Rp10.000,2,Rp20.000
988,7/11/2024 0:00,2:50:52 PM,Jeruk Panas,Rp10.000,1,Rp10.000
989,7/11/2024 0:00,11:34:33 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
989,7/11/2024 0:00,11:34:33 AM,Sop Konro,Rp50.000,1,Rp50.000
989,7/11/2024 0:00,11:34:33 AM,Kerupuk,Rp3.000,2,Rp6.000
989,7/11/2024 0:00,11:34:33 AM,Es Teh,Rp6.000,1,Rp6.000
989,7/11/2024 0:00,11:34:33 AM,Teh Panas,Rp6.000,2,Rp12.000
990,7/11/2024 0:00,1:09:18 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
990,7/11/2024 0:00,1:09:18 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
990,7/11/2024 0:00,1:09:18 PM,Jus Mangga,Rp20.000,2,Rp40.000
990,7/11/2024 0:00,1:09:18 PM,Es Jeruk,Rp10.000,2,Rp20.000
991,7/11/2024 0:00,12:05:33 PM,Ayam Geprek,Rp30.000,2,Rp60.000
991,7/11/2024 0:00,12:05:33 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
991,7/11/2024 0:00,12:05:33 PM,Es Jeruk,Rp10.000,1,Rp10.000
992,7/11/2024 0:00,6:53:24 PM,Konro Bakar,Rp60.000,3,Rp180.000
992,7/11/2024 0:00,6:53:24 PM,Coto Makassar,Rp35.000,2,Rp70.000
992,7/11/2024 0:00,6:53:24 PM,Ketupat,Rp2.000,2,Rp4.000
992,7/11/2024 0:00,6:53:24 PM,Konro Bakar,Rp60.000,1,Rp60.000
992,7/11/2024 0:00,6:53:24 PM,Teh Panas,Rp6.000,1,Rp6.000
992,7/11/2024 0:00,6:53:24 PM,Jus Alpukat,Rp20.000,2,Rp40.000
992,7/11/2024 0:00,6:53:24 PM,Jus Mangga,Rp20.000,1,Rp20.000
993,7/11/2024 0:00,1:52:17 PM,Konro Bakar,Rp60.000,2,Rp120.000
993,7/11/2024 0:00,1:52:17 PM,Sop Kikil,Rp40.000,3,Rp120.000
993,7/11/2024 0:00,1:52:17 PM,Sop Kikil,Rp40.000,2,Rp80.000
993,7/11/2024 0:00,1:52:17 PM,Kacang Goreng,Rp4.000,2,Rp8.000
993,7/11/2024 0:00,1:52:17 PM,Peyek,Rp4.000,1,Rp4.000
993,7/11/2024 0:00,1:52:17 PM,Jeruk Panas,Rp10.000,2,Rp20.000
993,7/11/2024 0:00,1:52:17 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
993,7/11/2024 0:00,1:52:17 PM,Es Jeruk,Rp10.000,1,Rp10.000
994,7/11/2024 0:00,2:45:13 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
994,7/11/2024 0:00,2:45:13 PM,Kerupuk,Rp3.000,2,Rp6.000
994,7/11/2024 0:00,2:45:13 PM,Teh Panas,Rp6.000,2,Rp12.000
995,7/11/2024 0:00,5:28:17 PM,Coto Makassar,Rp35.000,3,Rp105.000
995,7/11/2024 0:00,5:28:17 PM,Ketupat,Rp2.000,2,Rp4.000
995,7/11/2024 0:00,5:28:17 PM,Coto Makassar,Rp35.000,1,Rp35.000
995,7/11/2024 0:00,5:28:17 PM,Konro Bakar,Rp60.000,2,Rp120.000
995,7/11/2024 0:00,5:28:17 PM,Peyek,Rp4.000,2,Rp8.000
995,7/11/2024 0:00,5:28:17 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
995,7/11/2024 0:00,5:28:17 PM,Jus Alpukat,Rp20.000,2,Rp40.000
996,7/11/2024 0:00,7:40:57 PM,Cumi Bakar,Rp45.000,3,Rp135.000
996,7/11/2024 0:00,7:40:57 PM,Konro Bakar,Rp60.000,1,Rp60.000
996,7/11/2024 0:00,7:40:57 PM,Ketupat,Rp2.000,2,Rp4.000
996,7/11/2024 0:00,7:40:57 PM,Es Jeruk,Rp10.000,2,Rp20.000
996,7/11/2024 0:00,7:40:57 PM,Jus Mangga,Rp20.000,2,Rp40.000
997,7/11/2024 0:00,1:51:46 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
997,7/11/2024 0:00,1:51:46 PM,Ayam Goreng,Rp30.000,1,Rp30.000
997,7/11/2024 0:00,1:51:46 PM,Ayam Bakar,Rp30.000,2,Rp60.000
997,7/11/2024 0:00,1:51:46 PM,Kacang Goreng,Rp4.000,2,Rp8.000
997,7/11/2024 0:00,1:51:46 PM,Teh Panas,Rp6.000,2,Rp12.000
997,7/11/2024 0:00,1:51:46 PM,Jus Alpukat,Rp20.000,2,Rp40.000
998,7/11/2024 0:00,5:49:00 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
998,7/11/2024 0:00,5:49:00 PM,Peyek,Rp4.000,1,Rp4.000
998,7/11/2024 0:00,5:49:00 PM,Ketupat,Rp2.000,2,Rp4.000
998,7/11/2024 0:00,5:49:00 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
999,7/11/2024 0:00,10:22:19 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
999,7/11/2024 0:00,10:22:19 PM,Ayam Bakar,Rp30.000,2,Rp60.000
999,7/11/2024 0:00,10:22:19 PM,Ayam Geprek,Rp30.000,1,Rp30.000
999,7/11/2024 0:00,10:22:19 PM,Kacang Goreng,Rp4.000,1,Rp4.000
999,7/11/2024 0:00,10:22:19 PM,Es Jeruk,Rp10.000,2,Rp20.000
999,7/11/2024 0:00,10:22:19 PM,Teh Panas,Rp6.000,1,Rp6.000
999,7/11/2024 0:00,10:22:19 PM,Teh Panas,Rp6.000,2,Rp12.000
1000,7/11/2024 0:00,2:53:49 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
1000,7/11/2024 0:00,2:53:49 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1001,7/11/2024 0:00,1:41:00 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1001,7/11/2024 0:00,1:41:00 PM,Ketupat,Rp2.000,2,Rp4.000
1001,7/11/2024 0:00,1:41:00 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1002,7/11/2024 0:00,3:58:40 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1002,7/11/2024 0:00,3:58:40 PM,Sop Kikil,Rp40.000,2,Rp80.000
1002,7/11/2024 0:00,3:58:40 PM,Ayam Bakar,Rp30.000,1,Rp30.000
1002,7/11/2024 0:00,3:58:40 PM,Nasi Putih,Rp5.000,2,Rp10.000
1002,7/11/2024 0:00,3:58:40 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1002,7/11/2024 0:00,3:58:40 PM,Es Jeruk,Rp10.000,2,Rp20.000
1002,7/11/2024 0:00,3:58:40 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1003,7/11/2024 0:00,2:25:32 PM,Sop Konro,Rp50.000,3,Rp150.000
1003,7/11/2024 0:00,2:25:32 PM,Konro Bakar,Rp60.000,3,Rp180.000
1003,7/11/2024 0:00,2:25:32 PM,Kerupuk,Rp3.000,2,Rp6.000
1003,7/11/2024 0:00,2:25:32 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1003,7/11/2024 0:00,2:25:32 PM,Es Teh,Rp6.000,2,Rp12.000
1004,7/11/2024 0:00,2:11:25 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1004,7/11/2024 0:00,2:11:25 PM,Coto Makassar,Rp35.000,3,Rp105.000
1004,7/11/2024 0:00,2:11:25 PM,Ketupat,Rp2.000,3,Rp6.000
1004,7/11/2024 0:00,2:11:25 PM,Sop Konro,Rp50.000,3,Rp150.000
1004,7/11/2024 0:00,2:11:25 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1004,7/11/2024 0:00,2:11:25 PM,Nasi Putih,Rp5.000,2,Rp10.000
1004,7/11/2024 0:00,2:11:25 PM,Es Jeruk,Rp10.000,2,Rp20.000
1004,7/11/2024 0:00,2:11:25 PM,Es Teh,Rp6.000,1,Rp6.000
1004,7/11/2024 0:00,2:11:25 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1005,8/11/2024 0:00,9:31:43 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1005,8/11/2024 0:00,9:31:43 AM,Buras,Rp2.000,1,Rp2.000
1005,8/11/2024 0:00,9:31:43 AM,Buras,Rp2.000,2,Rp4.000
1005,8/11/2024 0:00,9:31:43 AM,Teh Panas,Rp6.000,2,Rp12.000
1006,8/11/2024 0:00,3:38:19 PM,Coto Makassar,Rp35.000,3,Rp105.000
1006,8/11/2024 0:00,3:38:19 PM,Ketupat,Rp2.000,3,Rp6.000
1006,8/11/2024 0:00,3:38:19 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1006,8/11/2024 0:00,3:38:19 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1006,8/11/2024 0:00,3:38:19 PM,Es Teh,Rp6.000,1,Rp6.000
1006,8/11/2024 0:00,3:38:19 PM,Jus Mangga,Rp20.000,1,Rp20.000
1007,8/11/2024 0:00,9:45:53 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1007,8/11/2024 0:00,9:45:53 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1007,8/11/2024 0:00,9:45:53 PM,Ketupat,Rp2.000,1,Rp2.000
1007,8/11/2024 0:00,9:45:53 PM,Nasi Putih,Rp5.000,1,Rp5.000
1007,8/11/2024 0:00,9:45:53 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1007,8/11/2024 0:00,9:45:53 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1008,8/11/2024 0:00,2:43:55 PM,Konro Bakar,Rp60.000,2,Rp120.000
1008,8/11/2024 0:00,2:43:55 PM,Cumi Bakar,Rp45.000,2,Rp90.000
1008,8/11/2024 0:00,2:43:55 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1008,8/11/2024 0:00,2:43:55 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1008,8/11/2024 0:00,2:43:55 PM,Teh Panas,Rp6.000,2,Rp12.000
1008,8/11/2024 0:00,2:43:55 PM,Es Teh,Rp6.000,2,Rp12.000
1008,8/11/2024 0:00,2:43:55 PM,Jus Mangga,Rp20.000,1,Rp20.000
1009,8/11/2024 0:00,11:31:38 AM,Sop Konro,Rp50.000,1,Rp50.000
1009,8/11/2024 0:00,11:31:38 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1009,8/11/2024 0:00,11:31:38 AM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
1009,8/11/2024 0:00,11:31:38 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1009,8/11/2024 0:00,11:31:38 AM,Teh Panas,Rp6.000,1,Rp6.000
1009,8/11/2024 0:00,11:31:38 AM,Es Jeruk,Rp10.000,2,Rp20.000
1010,8/11/2024 0:00,11:00:48 AM,Cumi Bakar,Rp45.000,2,Rp90.000
1010,8/11/2024 0:00,11:00:48 AM,Teh Panas,Rp6.000,2,Rp12.000
1011,8/11/2024 0:00,3:49:22 PM,Sop Kikil,Rp40.000,1,Rp40.000
1011,8/11/2024 0:00,3:49:22 PM,Cumi Bakar,Rp45.000,1,Rp45.000
1011,8/11/2024 0:00,3:49:22 PM,Ayam Geprek,Rp30.000,1,Rp30.000
1011,8/11/2024 0:00,3:49:22 PM,Kerupuk,Rp3.000,2,Rp6.000
1011,8/11/2024 0:00,3:49:22 PM,Es Jeruk,Rp10.000,2,Rp20.000
1011,8/11/2024 0:00,3:49:22 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1011,8/11/2024 0:00,3:49:22 PM,Es Teh,Rp6.000,2,Rp12.000
1012,8/11/2024 0:00,12:29:27 PM,Ayam Geprek,Rp30.000,3,Rp90.000
1012,8/11/2024 0:00,12:29:27 PM,Sop Konro,Rp50.000,3,Rp150.000
1012,8/11/2024 0:00,12:29:27 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1012,8/11/2024 0:00,12:29:27 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1013,8/11/2024 0:00,12:05:38 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1013,8/11/2024 0:00,12:05:38 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
1013,8/11/2024 0:00,12:05:38 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1013,8/11/2024 0:00,12:05:38 PM,Es Teh,Rp6.000,2,Rp12.000
1013,8/11/2024 0:00,12:05:38 PM,Es Jeruk,Rp10.000,2,Rp20.000
1013,8/11/2024 0:00,12:05:38 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1014,8/11/2024 0:00,11:00:46 AM,Sop Konro,Rp50.000,3,Rp150.000
1014,8/11/2024 0:00,11:00:46 AM,Sop Kikil,Rp40.000,1,Rp40.000
1014,8/11/2024 0:00,11:00:46 AM,Ketupat,Rp2.000,2,Rp4.000
1014,8/11/2024 0:00,11:00:46 AM,Kerupuk,Rp3.000,2,Rp6.000
1014,8/11/2024 0:00,11:00:46 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
1014,8/11/2024 0:00,11:00:46 AM,Teh Panas,Rp6.000,1,Rp6.000
1015,8/11/2024 0:00,10:31:17 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1015,8/11/2024 0:00,10:31:17 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1015,8/11/2024 0:00,10:31:17 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1016,8/11/2024 0:00,7:12:56 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1016,8/11/2024 0:00,7:12:56 AM,Jus Mangga,Rp20.000,2,Rp40.000
1017,8/11/2024 0:00,2:46:47 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1017,8/11/2024 0:00,2:46:47 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1017,8/11/2024 0:00,2:46:47 PM,Es Teh,Rp6.000,2,Rp12.000
1018,8/11/2024 0:00,11:18:37 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1018,8/11/2024 0:00,11:18:37 AM,Sop Kikil,Rp40.000,3,Rp120.000
1018,8/11/2024 0:00,11:18:37 AM,Kerupuk,Rp3.000,1,Rp3.000
1018,8/11/2024 0:00,11:18:37 AM,Nasi Putih,Rp5.000,1,Rp5.000
1018,8/11/2024 0:00,11:18:37 AM,Teh Panas,Rp6.000,1,Rp6.000
1018,8/11/2024 0:00,11:18:37 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1019,8/11/2024 0:00,7:16:24 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
1019,8/11/2024 0:00,7:16:24 AM,Sop Konro,Rp50.000,3,Rp150.000
1019,8/11/2024 0:00,7:16:24 AM,Ayam Goreng,Rp30.000,3,Rp90.000
